Pathway	New pathway name	Norm_GSM300177	Norm_GSM300181	Norm_GSM300189	Norm_GSM300192	Norm_GSM300196	Norm_GSM300204	Norm_GSM300214	Norm_GSM300222	Norm_GSM300234	Norm_GSM300238	Norm_GSM300242	Norm_GSM300248	Norm_GSM300267	Norm_GSM300285	Norm_GSM300324	Norm_GSM300328	Norm_GSM300332	Norm_GSM300338	Tumour_GSM1176196	Tumour_GSM1176197	Tumour_GSM1176198	Tumour_GSM1176199	Tumour_GSM1176200	Tumour_GSM1176201	Tumour_GSM1176202	Tumour_GSM1176203	Tumour_GSM1176204	Tumour_GSM1176205	Tumour_GSM1176206	Tumour_GSM1176207	Tumour_GSM1176208	Tumour_GSM1176209	Tumour_GSM1176210	p-value_Mean	q-value_Mean	Difference	|Difference|
TGF_beta_Pathway_Post_transcriptional_G1_arrest	TGF beta Pathway (Post-transcriptional G1 arrest)	0	-0.556140105	0.800144149	-0.933127725	3.537928648	0	0	0	0	0	-3.958153718	1.28436186	0.767312181	-0.430834168	0	0	0	-1.113844428	3.236372133	-0.556140105	3.33193423	0.695309649	3.403152985	2.503709446	4.293383095	0	5.019733916	0	1.868743884	1.673683795	4.736184337	0.090847715	1.977115353	0.001375591	0.007327669	2.185066101	2.185066101
RNA_Polymerase_II_Complex_Pathway	RNA Polymerase II Complex Pathway	0.562937198	0	-0.439633153	0	-0.595737028	0	0	0	0	0.461105874	0.454800986	-0.525131917	-0.891504643	0.525746807	0	0	0	0	-0.768861117	0	-0.641331378	-0.578748103	-1.125906855	-0.641686937	-1.092143487	0	-0.815373819	0	-0.835376714	-0.595933258	-0.690841606	0	-0.589927845	0.001464403	0.007511847	-0.533552304	0.533552304
Transcription_of_mRNA_Pathway	Transcription of mRNA Pathway	0.562937198	0	-0.439633153	0	-0.595737028	0	0	0	0	0.461105874	0.454800986	-0.525131917	-0.891504643	0.525746807	0	0	0	0	-0.768861117	0	-0.641331378	-0.578748103	-1.125906855	-0.641686937	-1.092143487	0	-0.815373819	0	-0.835376714	-0.595933258	-0.690841606	0	-0.589927845	0.001464403	0.007511847	-0.533552304	0.533552304
Mitochondrial_Apopotosis_m_Pathway	Mitochondrial Apopotosis  Main Pathway	0	0.556140105	-0.596822131	0.933127725	-1.932610417	0.54007728	-0.913129753	0	-0.53573764	0	6.909048502	-3.017860363	-1.292900351	0.448877207	0	-0.673358759	-0.591843733	3.243715943	-5.310534367	0.556140105	-6.840150684	-1.623192599	-6.396107207	-4.364951387	-7.12966584	0	-7.761231821	0.508124855	-4.81118103	-4.321528195	-9.413676727	-0.090847715	-3.689023572	0.001558473	0.007849037	-4.216784169	4.216784169
AKT_Pathway_NF_kB_Pathway	AKT Pathway (NF-kB Pathway)	0	0.643589932	0.832298924	0	0.511352445	0	0.484557979	0	0	0.434278458	-0.724001066	0.615199076	0	0	-0.513557237	0	0	-0.948120495	1.934648032	0.643589932	0.871119752	0.764824871	0.941082805	0.435370837	1.336690981	0.500853785	0.746506403	0	1.129878181	0.668473869	0.53977298	0	0	0.001658079	0.008057684	0.626654272	0.626654272
Ubiquitin_Proteasome_Pathway_Degraded_Protein	Ubiquitin Proteasome Pathway (Degraded Protein)	0.632686046	0	-1.154522023	0.705460395	0.444498511	0.580036831	-0.883668132	0.784025018	0	1.439761603	1.523809678	-1.114517444	-1.846324003	0.717226478	0	0	-1.57553084	0.902271149	-3.183001845	0	-1.595680567	-0.525359534	-1.671199441	-1.987893639	-3.343625633	-1.594974205	-1.994394155	0.535085575	-2.551181266	-1.572185275	-0.500830681	0.775137509	-1.289532763	0.001658079	0.008057684	-1.430820909	1.430820909
Integrin_Signaling_Pathway_Cytoskeleton_contraction_integrin_modulation_cell_invasion_and_migration	Integrin SIgnaling Pathway (Cytoskeleton contraction integrin modulation cell invasion and migration)	0	0	-1.221914011	0	0.551343818	0	0	0.489511137	0	0.539798183	0.144139739	-0.502985054	-0.432610582	0.435964847	0	0	-0.64419977	0.715630826	-1.70831866	0	-0.921508401	-0.509637556	-1.290648706	0	-0.898849481	0	-1.166323181	0	-0.853235514	-0.560962402	-0.842330377	0	-0.959254816	0.002117896	0.010114781	-0.651553447	0.651553447
Glucocorticoid_Receptor_Pathway_SMAD_signaling	Glucocorticoid Receptor Pathway (SMAD signaling)	0	-0.556140105	0	-0.481776345	2.600183193	0	0	0	0	0	-1.976274627	0.464635031	0	0	0	0	0	-0.54729457	1.479333312	-0.556140105	0.934364284	0	1.469138885	1.313543557	1.510549036	0	3.106424427	0	0.687187833	0.82040863	2.486196988	0.498623149	0.950758784	0.002249825	0.010562739	1.007618553	1.007618553
IL_10_Pathway_Stability_Determination	IL-10 Pathway (Stability determination)	0	0.219448011	-0.243960205	0	-0.255897194	0	0.27940433	0	0	0	-0.501001806	0.529846901	0	0	0	0	-0.299538751	0.312523588	0.4974994	0.219448011	0.433406565	0.409395119	0.272533677	0.446151798	0.523928948	-0.228058149	0.556046041	0	0.401697256	0.47528827	0	0.302917932	0.212194565	0.002536533	0.011332576	0.29922858	0.29922858
TGF_beta_Pathway_Epithelial_mesenchymal_transdifferentiation	TGF beta Pathway (Epithelial mesehchymal transition)	0	-0.556140105	0.800144149	-0.481776345	3.06170069	0	0	0	0	0	-2.684791917	0.464635031	0	-0.430834168	0	0	0	-0.54729457	1.454542038	-0.556140105	2.038149624	0	1.7361045	2.503709446	2.116189715	0	3.554479143	0	0.687187833	1.259475712	3.163622389	0.498623149	0.950758784	0.002536533	0.011332576	1.314577773	1.314577773
VEGF_Pathway_Actin_Reorganization	VEGF Pathway (Actin Reorganization)	0	-0.567338997	-0.474461596	0	0.889969979	0	-0.492165217	-0.542197102	-0.487176546	0	1.32211444	0	0	0	0	0	0	0	-1.202467914	-0.567338997	-0.70251415	-0.462097316	-0.557291973	-0.515314237	-0.667564239	-0.407386414	-1.137379017	0	-0.550651158	0.050039567	-0.603642421	0	-0.617928549	0.002536533	0.011332576	-0.509921619	0.509921619
Caspase_Cascade_Activated_Tissue_Trans_glutaminase	Caspase Cascade (Activated Tissue Transglutaminase)	-0.570681772	-1.458630972	-2.405181148	0	-0.229585897	0.70552296	-1.256949365	0.415722507	0	1.011137921	2.16150716	-2.358065371	1.08081629	-0.526072997	-0.420047149	0.960525049	-0.45079703	1.843249053	-3.312254646	-1.458630972	-2.693169972	-2.501736173	-1.797805251	-0.247213567	-2.157097461	-2.032193841	-1.264535925	0	-2.309269888	-0.732331515	-2.261172386	0.766756671	-1.458630972	0.003029622	0.012910852	-1.48075624	1.48075624
ILK_Pathway_Induced_cell_proliferation	ILK Pathway (Induced cell proliferation)	0	0	0.757885303	0	-0.419161639	0	0	-0.445451574	0	-0.493996244	-0.611200403	0	0.500164734	-0.430814764	-0.400896547	0	0	0	0	0	1.742704302	0.564036284	1.731881304	0.738574058	0.740775617	0	1.349805703	0	0.588728927	0	0	0	1.171926853	0.003029622	0.012910852	0.660977266	0.660977266
MAPK_Signaling_Pathway_Cell_Servival_Cell_Militory_Inflammation_Apoptosis_Osmoregulation	MAPK Signaling Pathway (Cell Survival_ Inflammation_ Apoptosis_ Osmoregulation)	0	0	0.757885303	0	-0.419161639	0	0	-0.445451574	0	-0.493996244	-0.611200403	0	0.500164734	-0.430814764	-0.400896547	0	0	0	0	0	1.742704302	0.564036284	1.731881304	0.738574058	0.740775617	0	1.349805703	0	0.588728927	0	0	0	1.171926853	0.003029622	0.012910852	0.660977266	0.660977266
AKT_Pathway_Cell_Survival	AKT Pathway (Cell Survival)	-0.44308151	0	0.773730275	0	-0.489387462	-0.537545718	0	0	0	0	-1.17235947	0.652656105	0.514271424	0	0	0	0	0	0.791344472	0	1.025165887	0	0.849669535	0.445114332	0.919889927	0.613250798	0.692711135	-0.597578772	0.76746454	0.534727703	0.936266785	0	0.606764463	0.003212483	0.013482693	0.544636962	0.544636962
EGFR1_Pathway	EGFR Main Pathway	0	0	0.832298924	0	0.799966907	-0.624314053	0.431636399	0	0	0.434278458	-4.43492169	4.056628572	1.882082983	-0.416538395	-0.545898655	0	0	-0.50339343	2.143616232	0	5.279340649	1.490555601	4.090283508	3.667091946	5.630264017	0	3.955260408	-0.472192742	3.703854228	0.639124813	1.991995989	0	2.887158216	0.003608699	0.01470014	2.227544301	2.227544301
mTOR_Pathway	mTOR Main Pathway	-0.452321351	-1.541700297	-1.523605079	-0.45135138	1.776362155	-1.01195211	-0.479122203	-0.978052343	-0.939497897	0.970484484	-4.2037911	4.776069287	2.720644912	0.048792686	-0.080567574	1.185417551	1.04435931	-1.370001679	2.592772746	-1.541700297	5.497097058	1.336955225	4.865068166	2.9224173	5.546960129	-0.873786784	4.788636673	-0.508124855	4.141519379	3.357611303	4.738549575	0.090847715	3.299482819	0.003608699	0.01470014	2.711944445	2.711944445
cAMP_Pathway_Regulation_of_Cytoskeleton	cAMP Pathway (Regulation of Cytoskeleton)	0	0	0	0	-0.885427863	0	0	0	0	0	-0.902681938	0	0.691790274	0	0	0	0	0	0.748808183	0	0.944829256	0.615743385	0.714286599	0	0.994697945	0	1.143097889	0	0.505397657	0.442917173	0.202288536	0	0	0.003823034	0.015128293	0.481711082	0.481711082
ErbB_Family_Pathway_Anti_Apoptosis	ErbB Family Pathway (Anti-Apoptosis)	-0.44308151	0	0.773730275	0	-0.489387462	-0.537545718	0	0	0	0.434278458	-1.17235947	0.652656105	0.514271424	0	0	0	0	0	0.791344472	0	1.025165887	0	0.849669535	0.445114332	0.919889927	0.613250798	0.692711135	-0.597578772	0.76746454	0.534727703	0.936266785	0	0.606764463	0.003823034	0.015128293	0.520510381	0.520510381
AKT_Pathway_Apoptosis_Inhibition	AKT Pathway (Apoptosis Inhibition)	0	0.643589932	0	0	0.511352445	0	0.484557979	0	0	0.434278458	0	0.595103846	0	0	-0.513557237	0	0	-0.48881737	2.087487628	0.643589932	0.521121872	0.764824871	0.409185925	0	1.45566732	0.500853785	0.475847476	0	0.452963133	0.668473869	0.53977298	0	0.431736812	0.004800929	0.018217224	0.504184593	0.504184593
PAK_Pathway_Myosin_Activation	PAK Pathway (Myosin Activation)	0	0	-0.406644991	0	-2.355048433	0	0	-0.907622245	0	0	0.168125509	1.464012521	1.167803066	-0.650634351	-0.712378511	1.024947487	-0.486139909	0	0.973484061	0	2.116372745	0.886377451	0.758146983	1.57087564	1.046478576	0.661054173	0.972644497	0.705891736	0.939725802	0.413398791	0.068929358	-0.757526739	0.336184336	0.004800929	0.018217224	0.806890264	0.806890264
Ubiquitin_Proteasome_Pathway	Ubiquitin Proteasome Main Pathway	0.632686046	0	-0.633160257	0.705460395	0.220584108	0.580036831	-0.883668132	0.784025018	0	0.95290308	0.853573065	0.090592701	-1.420768665	0.717226478	0	0	-0.993474337	0.902271149	-1.561727885	0	-1.128880917	0.407075949	-1.041948186	-1.987893639	-2.016730681	-1.594974205	-1.027522371	0.535085575	-1.640010954	-1.572185275	0.342705762	0.775137509	-0.334942731	0.004800929	0.018217224	-0.929136774	0.929136774
AKT_Pathway_Death_Genes	AKT Pathway (Death Genes)	-0.44308151	0	0.773730275	0	0.021964983	-0.537545718	0	0	0	0.434278458	-1.17235947	0.652656105	0.514271424	0	0	0	0	0	0.791344472	0	1.025165887	0	0.849669535	0.445114332	0.919889927	0.613250798	0.692711135	-0.597578772	0.76746454	0.534727703	0.936266785	0	0.606764463	0.005370282	0.019573266	0.492101912	0.492101912
G_protein_signaling_Cross_talk_between_Ras_family_GTPases	G-protein Pathway (Ras family GTPases)	0	0	-1.221914011	0	0.551343818	0	0	0.489511137	0	0.974076642	0.671805157	-0.979516082	-0.992554328	0.435964847	0	0	-0.64419977	0.715630826	-1.70831866	0	-1.448106326	-0.509637556	-1.290648706	0	-1.41496029	0	-1.166323181	0	-0.853235514	-0.560962402	-0.842330377	0	-0.959254816	0.005370282	0.019573266	-0.716926757	0.716926757
HGF_Pathway_Cell_polarity.motility	HGF Pathway (Cell polarity_ cell motility)	0	0	-1.221914011	0	0.551343818	0	0	0.489511137	0	0.539798183	0.671805157	-0.979516082	-0.992554328	0.435964847	0	0	-0.64419977	0.715630826	-1.70831866	0	-1.448106326	-0.509637556	-1.290648706	0	-1.41496029	0	-1.166323181	0	-0.853235514	-0.560962402	-0.842330377	0	-0.959254816	0.005370282	0.019573266	-0.692800176	0.692800176
IL_2_Pathway_Actin_reorganization	IL-2 Pathway (Actin reorganization)	0.823847096	0	0	0.591548646	1.68804489	0	0	0	0.916041019	-0.48860453	-0.789369886	-0.532806671	-0.409700691	-0.67023659	-0.414682086	-0.649780788	0	-0.773817492	0	0	1.212092498	0.606668155	0.727262722	0.416984456	0	1.98043901	0.778324572	0	0.651609428	0	2.451281504	0	1.780736312	0.005999919	0.021307406	0.746444193	0.746444193
IL_2_Pathway_Protein_Synthesis	IL-2 Pathway (Protein synthesis)	0.823847096	0	0	0.591548646	1.68804489	0	0	0	0.916041019	-0.48860453	-0.789369886	-0.532806671	-0.409700691	-0.67023659	-0.414682086	-0.649780788	0	-0.773817492	0	0	1.212092498	0.606668155	0.727262722	0.416984456	0	1.98043901	0.778324572	0	0.651609428	0	2.451281504	0	1.780736312	0.005999919	0.021307406	0.746444193	0.746444193
IGF1R_Signaling_Pathway_Cell_Survival	IGF1R Signaling Pathway (Cell survival)	0	0	-2.331645513	-0.420637078	0.458640554	0	0.554219786	0.848459333	-0.595189447	0.820175634	0.455502343	-1.676792898	-1.17494496	0.49772923	0.512394843	0	-0.449153343	0.778839619	-4.127563643	0	-2.091048318	-2.165804051	-2.76840682	-0.252084443	-2.608298178	-0.596405897	-2.414452793	0.462795602	-0.728196633	-0.08389126	-2.210374364	0.817280684	-0.673130979	0.006695314	0.023475973	-1.200283079	1.200283079
AKT_Pathway_p73_Mediated_Apoptosis	AKT Pathway (p73 Mediated Apoptosis)	0	0	0	0	0.511352445	0	0	0	0	0.434278458	1.455492138	-0.684679289	-0.438983047	0	0	0	0	0	-0.56728924	0	-1.03923016	0	-0.967939891	-0.800488841	-1.000158651	0	-0.470273663	0.404804735	-0.908706843	-0.855799898	0	0	-0.474928178	0.007069487	0.024175898	-0.516304081	0.516304081
IL_10_Pathway	IL-10 Main Pathway	-0.823847096	-0.347890986	-1.978715353	-1.094051756	-1.613169045	0.515781006	-0.212760887	-0.542197102	-1.403217565	-0.455166652	2.906696005	1.062653572	0.409700691	1.457931178	0.414682086	0.649780788	-0.299538751	1.086341079	-0.704968514	-0.347890986	-1.481200083	-1.527571716	-1.012021018	-0.486146896	-1.861355934	-2.615883573	-2.459414357	0	-1.278752601	-0.067767175	-4.994369025	0.302917932	-2.186470296	0.007069487	0.024175898	-1.366560239	1.366560239
JNK_Pathway_Insulin_signaling	JNK Pathway (Insulin signaling)	0	0	-0.502982224	0	0.621284467	0	0	0	0	0	0.774388449	-2.056587631	0	0	0	0	0	0	-2.80930692	0	-0.706095178	-1.015662625	-1.020596036	0	-1.474683744	0	-0.742131064	0	-0.651298117	-1.081082567	-0.539745531	0	0	0.008307239	0.028062257	-0.604712511	0.604712511
RAS_Pathway	RAS Main Pathway	-1.491030391	-0.770094783	-4.196708641	-1.484989746	1.617967441	-0.185999961	-1.726438329	3.183451001	0.192001819	3.308658471	-6.601426336	3.808165256	1.962135237	-2.733083568	-1.294605822	1.907210991	-0.269039133	-0.748255473	-0.176988634	-0.770094783	4.9490429	-2.954287016	3.592738994	7.722123468	7.759825348	0.773237656	7.28643318	0.440909554	4.585942804	2.618614338	1.446637067	1.37809469	3.211128939	0.009735416	0.032490484	3.097672898	3.097672898
Chemokine_Pathway_Internalization_Degradation_Recycling	Chemokine Pathway (Internalization_ Degradation_ Recycling)	0	0	0.609607755	0	0	0	0	0	0	0	-0.82635172	0.522086804	0	0	0	0	0	0	0.875985077	0	0.944526089	0.436854716	0.568695144	0.562533671	0.560775271	0	0.476153842	0	0.937998822	0.727069311	0	0	0	0.010257953	0.033040151	0.389075972	0.389075972
IL_10_Pathway_Translational_Modulation	IL-10 Pathway (Translational modulation)	-0.823847096	-0.347890986	-0.718421801	-0.591548646	-1.053972105	0	-0.212760887	-0.542197102	-1.403217565	0.48860453	1.61048252	1.062653572	0.409700691	0.67023659	0.414682086	0.649780788	-0.299538751	1.086341079	-0.704968514	-0.347890986	-1.481200083	-0.659370353	-1.012021018	-0.486146896	-0.143635291	-2.615883573	-1.359657547	0	-0.80056333	-0.067767175	-3.054923926	0.302917932	-2.186470296	0.010257953	0.033040151	-0.996676899	0.996676899
Integrin_Signaling_Pathway_Translocates_to_the_nucleus	Integrin SIgnaling Pathway (Translocation to the nucleus)	0	0	-0.618403283	0	0.495371695	0	0	0.584268133	0	0	0.9106197	-0.591657141	-0.575672292	0	0	0	0	0.507978972	-0.945411521	0	-0.452941082	-0.532678765	-0.710405749	0	-0.715181922	0	0	0	-0.570081677	-0.999234229	-0.592812261	0	-0.530299959	0.010257953	0.033040151	-0.442853466	0.442853466
Erythropoeitin_Pathway	Erythropoeitin Main Pathway	-1.266928606	-0.567338997	-0.510843012	0.120094456	1.28373688	-1.077622998	-0.48354924	-0.48665687	-1.403217565	0.922882989	-4.566300632	4.637568078	1.642917064	-2.068669293	-0.696927746	0.841289677	1.086013026	-0.177930811	1.174641796	-0.567338997	4.446016435	-0.248755995	4.015728356	3.728225675	5.570822441	-1.105799628	4.14867013	-1.105703627	3.015966357	3.032539944	2.052797079	0.615802094	2.059658806	0.010805309	0.034403112	2.209522702	2.209522702
cAMP_Pathway_Cardiovascular_Homeostasis	cAMP Pathway (Cardiovascular Homeostasis)	0	0	0.444126064	0.445482565	0.686991119	0.436676496	0.436676496	-0.931626713	0.436676496	-1.083548787	-0.305219732	0	0	-0.448047388	0	0	0	-0.723636718	0.655818871	0	0.718933129	0.436676496	0.699240221	0.440663444	0.650435379	0.436676496	0.898065	0	0.436676496	0.436676496	0.63874431	0	-0.033626487	0.011978475	0.037281322	0.46130144	0.46130144
CD40_Pathway_Cell_Survival	CD40 Pathway (Cell Survival)	0	0.467921774	0	0	0.629505884	0	0	0	0	0	-0.701175204	0.624797626	0.74307661	-0.6005073	0	-0.451239428	-0.630190495	0	0	0.467921774	0.937780894	0	0.717646826	0	0.865593678	0.618857128	0.805477559	0	0.602164287	0.408319447	0.537123815	0	0.566375689	0.011978475	0.037281322	0.430584658	0.430584658
Transition_and_termination_of_DNA_replication_effect	Cell Cycle Pathway (End of S-phase)	0	0.455839971	0	0	0	0	0	0	0	0	0.568562548	0	0.537113285	0.522399924	0.565711177	0.48184987	0	0	0	0.455839971	-0.690777453	0	-0.731504794	0	0	-0.668774997	0	0	-0.902515174	0	0	0	-0.011280039	0.013263202	0.040821188	-0.343905098	0.343905098
Hedgehog_Pathway	Hedgehog Main Pathway	0	0.429849679	0	0.838413022	-0.508689457	0	0.4901433	0	0.474682451	-1.31583587	-0.905047531	0	0.890077597	-0.401309188	0	0	0	0	0	0.429849679	1.757836602	0.591104803	0.804458019	1.171880095	0.928124529	0	0	0	0.618565043	1.725089728	0	0	2.601284188	0.01466826	0.044649538	0.708974846	0.708974846
VEGF_Pathway	VEGF Main Pathway	0	-0.567338997	-0.474461596	0	1.689936886	0	-0.060528818	-0.542197102	-0.487176546	0	-0.695823766	2.075933787	0.828881879	-0.416538395	-0.545898655	0	0	-1.005177538	-0.461494622	-0.567338997	1.986026238	0.574254991	1.402128826	1.520878932	1.910769768	-0.407386414	0.869166673	0	1.580353996	0.68916438	1.388353568	0	1.295942152	0.016202912	0.048784856	0.796520681	0.796520681
ATM_Pathway_Cell_Survival	ATM Pathway (Cell Survival)	0	-0.567338997	-0.474461596	0	0.889969979	0	-0.492165217	-0.542197102	-0.487176546	0	1.32211444	0	0	0	0	0	0	0	-0.403805406	-0.567338997	-0.70251415	-0.462097316	0.153017182	-0.515314237	-0.09495307	-0.407386414	-0.398753343	0	-0.032035755	-0.543055445	-0.603642421	0	-0.617928549	0.019700564	0.058678023	-0.326873026	0.326873026
TRAF_p_Pathway	TRAF (Positive) Main Pathway	-0.999481257	-0.128442976	-1.00223535	0.066310503	-0.021764829	-0.073925689	-0.894890428	-1.237808135	-0.899566737	0.641456565	-0.530827956	3.34682923	1.357208375	0	-0.547377023	0.477024173	0.51877646	0.16574405	0.94822257	-0.128442976	2.300223129	0.20340443	1.246327949	2.682529121	2.561679793	-1.275892904	1.020803217	0	1.418029592	0.943707041	-0.731343309	1.62448252	0.382771394	0.022740296	0.067011298	0.866598495	0.866598495
FLT3_Signaling_Pathway	FLT3 Main Pathway	0	-0.567338997	-0.474461596	0	1.689936886	-0.54007728	-0.492165217	-0.542197102	-0.487176546	0.005304003	-1.131798624	2.671195011	1.388198842	-0.93386888	-0.545898655	0.673358759	1.056548434	-1.790550236	-0.449177605	-0.567338997	1.976614428	0.05018447	1.390251508	1.459996555	2.984056454	-0.407386414	1.365136049	-0.508124855	1.529483805	0.864304948	1.105840021	0	1.412776264	0.023840356	0.06951346	0.81494062	0.81494062
ATM_Pathway_DNA_Repair	ATM Pathway (DNA Repair)	-0.420665263	0	0.466511733	0	-0.418064822	0	0.478200186	0	0	0	0	0	0.537205774	-0.479640622	0	0	0	0	1.679009255	0	0.71889126	0.924029183	1.219466753	0	1.076831568	0	1.4820153	0	0.518615403	0	0	0	0	0.024986283	0.071352582	0.498837971	0.498837971
PTEN_Pathway	PTEN Main Pathway	0	0	1.221914011	0	-1.351310725	0	-0.431636399	-0.489511137	0	-0.974076642	1.346133049	-1.096417704	0.163672449	-0.019426451	0.545898655	0	0.64419977	0.289546712	0.967345368	0	-1.240434062	-0.526714751	-0.668772093	-2.03619317	-1.163373717	0	-0.840222508	0	-1.277769641	-0.078162412	-1.149665612	0	-0.954615886	0.024986283	0.071352582	-0.589515543	0.589515543
BRCA1_Pathway	BRCA1 Main Pathway	-0.4929393	0	0	0	0.009153681	0	-0.4929393	-0.4929393	-0.048257278	0.564071288	-0.526551453	0.439348969	0	0	0	0	0	0	0.798662509	0	0.060765658	0.132560054	1.161296856	-0.4929393	0.849921349	0.014462303	0.778276141	0	0.468034125	-0.514115437	0.288815174	-0.478029019	0.358591964	0.026179598	0.073997436	0.286256419	0.286256419
Androgen_receptor_Pathway	Androgen Receptor Pathway	-0.127600262	-2.241384426	-7.35162599	0.229866758	3.229204282	1.490305809	-0.587471831	4.111494169	0	1.046429124	0.705898418	-2.876693088	-1.752447918	0.265105763	0.10025551	0.635613863	-0.375229904	2.102018952	-10.13949495	-2.241384426	-1.81270805	-4.368792788	-3.630144631	1.21771295	-3.388841345	-4.250558549	-0.637786435	1.702833265	-1.97743626	-1.899394659	-3.442214845	2.698462599	0.185901226	0.028714641	0.077979955	-2.054686417	2.054686417
ErbB_Family_Pathway	ErbB Family Main Pathway	-0.44308151	-0.567338997	-0.922645333	0	1.751893242	-0.537545718	-0.060528818	-0.052685965	-0.487176546	0.974076642	-1.607402552	1.749073809	0.350598975	0.019426451	-0.545898655	0	-0.64419977	0.671540521	-1.378468811	-0.567338997	1.984462535	0.064617435	1.487030851	2.730681124	2.487129401	0.205864384	1.076001617	-0.597578772	1.965844583	0.06983467	1.482289976	0	1.916739314	0.028714641	0.077979955	0.881356966	0.881356966
Estrogen_Pathway	Estrogen Main Pathway	0.603555147	-1.541700297	-1.041644667	0.260291722	2.12587238	-0.471874831	-0.31286984	0.62017184	-0.446558597	0.380256298	-5.638739227	2.103532684	1.90814994	0.299329931	-0.080567574	0.512058791	0.452515577	0.128232491	-0.805134238	-1.541700297	4.921909328	-0.318945859	4.424841779	4.766619424	6.756737217	-0.380847484	3.986318996	0	3.78096284	2.545927665	0.871866711	1.184678827	5.281729775	0.028714641	0.077979955	2.37277477	2.37277477
IL_10_Pathway_Gene_Expression	IL-10 Pathway (Gene expression)	0	-0.347890986	-0.718421801	0	0.634072785	0	-0.212760887	-0.542197102	-0.487176546	0	0.821112633	0.529846901	0	0	0	0	-0.299538751	0.312523588	-0.704968514	-0.347890986	-0.269107585	-0.052702197	-0.284758296	-0.069162439	-0.143635291	-0.635444563	-0.581332975	0	-0.148953903	-0.067767175	-0.603642421	0.302917932	-0.405733985	0.028714641	0.077979955	-0.250232706	0.250232706
AKT_Pathway_Aggregation_._Neurodegeneration	AKT Pathway (Aggregation & Neurodegeneration)	0	0.643589932	0	0	0.511352445	0	0.484557979	0	0	0.434278458	0	0	0	0	-0.513557237	0	0	-0.48881737	1.132045472	0.643589932	0	0.764824871	0	0	0.684231543	0.500853785	0	0	0.452963133	0.668473869	0.53977298	0	0	0.034423814	0.088290709	0.299594583	0.299594583
AKT_Pathway_Cardiovascular_Homeostasis	AKT Pathway (Cardiovascular Homeostasis)	0	0.643589932	0	0	0.511352445	0	0.484557979	0	0	0.434278458	0	0	0	0	-0.513557237	0	0	-0.48881737	1.132045472	0.643589932	0	0.764824871	0	0	0.684231543	0.500853785	0	0	0.452963133	0.668473869	0.53977298	0	0	0.034423814	0.088290709	0.299594583	0.299594583
AKT_Pathway_Glucose_Uptake	AKT Pathway (Glucose Uptake)	0	0.643589932	0	0	0.511352445	0	0.484557979	0	0	0.434278458	0	0	0	0	-0.513557237	0	0	-0.48881737	1.132045472	0.643589932	0	0.764824871	0	0	0.684231543	0.500853785	0	0	0.452963133	0.668473869	0.53977298	0	0	0.034423814	0.088290709	0.299594583	0.299594583
AKT_Pathway_Insulin_Stimulated_Mitogenesis	AKT Pathway (Insulin Stimulated Mitogenesis)	0	0.643589932	0	0	0.511352445	0	0.484557979	0	0	0.434278458	0	0	0	0	-0.513557237	0	0	-0.48881737	1.132045472	0.643589932	0	0.764824871	0	0	0.684231543	0.500853785	0	0	0.452963133	0.668473869	0.53977298	0	0	0.034423814	0.088290709	0.299594583	0.299594583
AKT_Pathway_Neuroprotection	AKT Pathway (Neuroprotection)	0	0.643589932	0	0	0.511352445	0	0.484557979	0	0	0.434278458	0	0	0	0	-0.513557237	0	0	-0.48881737	1.132045472	0.643589932	0	0.764824871	0	0	0.684231543	0.500853785	0	0	0.452963133	0.668473869	0.53977298	0	0	0.034423814	0.088290709	0.299594583	0.299594583
AKT_Pathway_Respiratory_Burst	AKT Pathway (Respiratory Burst)	0	0.643589932	0	0	0.511352445	0	0.484557979	0	0	0.434278458	0	0	0	0	-0.513557237	0	0	-0.48881737	1.132045472	0.643589932	0	0.764824871	0	0	0.684231543	0.500853785	0	0	0.452963133	0.668473869	0.53977298	0	0	0.034423814	0.088290709	0.299594583	0.299594583
IL_2_Pathway	IL-2 Main Pathway	-0.823847096	0.022195446	-1.985404301	-2.565223288	0.46053255	0	0.493690967	0.306262231	-1.403217565	2.383077228	-3.033653251	7.210764316	1.181196416	-1.435636241	-0.131216569	2.318615098	0.293120826	-0.690663171	1.975496734	0.022195446	2.213526414	-0.343312599	1.178530262	3.742852393	6.069293104	-2.314400992	5.278173944	1.033996908	1.961458715	3.196136441	0.691609806	0.328063144	-0.316981788	0.03762499	0.095615801	1.50329844	1.50329844
Cellular_Anti_Apoptosis_Pathway_Apoptosis	Cellular Anti Apoptosis Pathway (Apoptosis)	0	0	0.773550256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.927118309	0	0.583841355	0	1.030338622	0.456373835	0	0	0.948901818	0.535766612	0	0	0.541261584	0.046753193	0.117733041	0.291931795	0.291931795
CREB_Pathway	CREB Main Pathway	-0.114557904	-2.869635509	-6.740199509	0.242889488	0.276624542	0.665061816	-1.323138182	2.795738123	-0.434315386	1.836723891	-6.644191694	-0.074426895	3.39775389	0.809301315	1.24722956	1.071780712	-0.334995734	1.770994057	-3.296438512	-2.869635509	4.773644886	-1.84761877	2.224288498	5.515942226	5.603432404	-1.22956955	6.196769365	-0.062934776	3.726122188	2.932240684	2.697387778	1.47340648	3.027548204	0.04878663	0.120659791	2.169937007	2.169937007
